content,category
I keep getting an error when trying to charge.,technical_support
I keep getting an error when trying to charge.,technical_support
My printer won't update. Can you help?,technical_support
I want to return my phone and get a refund.,refund_request
The phone arrived damaged. I need a refund please.,refund_request
What are the camera quality of the laptop?,product_information
How do I request a refund for order #92781?,refund_request
The dimensions feature isn't working on my laptop.,technical_support
Does the phone come with case?,product_information
What's the difference between printer and printer?,product_information
I'm having trouble charge with my camera.,technical_support
My tablet won't download. Can you help?,technical_support
Is the smartwatch compatible with phone?,product_information
I want to return my phone and get a refund.,refund_request
Your packaging is the worst I've experienced.,complaint
The specifications feature isn't working on my laptop.,technical_support
This is unacceptable. The packaging is terrible.,complaint
I'm having trouble charge with my tablet.,technical_support
I'm having trouble turn on with my headphones.,technical_support
How do I change my account?,account_inquiry
I'm having trouble turn on with my tablet.,technical_support
I'm filing a complaint about packaging.,complaint
The price feature isn't working on my headphones.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
How do I install on my phone?,technical_support
This is unacceptable. The delivery time is terrible.,complaint
I've been waiting 2 weeks for refund and still nothing!,complaint
Does the headphones come with warranty?,product_information
Can I get my money back for camera? It doesn't work properly.,refund_request
The battery life feature isn't working on my tablet.,technical_support
The specifications feature isn't working on my printer.,technical_support
When does my plan renew?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
What's the difference between phone and printer?,product_information
This is unacceptable. The customer support is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
The tablet arrived damaged. I need a refund please.,refund_request
How do I connect on my camera?,technical_support
I keep getting an error when trying to download.,technical_support
